0,159.52,868.38,1110.3,1110.3,1296.1,1296.1,4463.4,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,7691.6,7691.6,7691.6,10797,14566,22038,26460,26460,26460,30454,30454,30454,30454,30454,30454,30454,30454,30454,39121,39121,87195,87195,87195,94426,1.7731e+05,1.7731e+05,1.7731e+05,2.8981e+05,2.8981e+05,2.8981e+05,2.8981e+05,2.8981e+05,2.8981e+05,2.8981e+05,2.8981e+05,5.4902e+05,6.969e+05,6.969e+05,7.7607e+05,1.5304e+06,1.5304e+06,1.5304e+06,1.5304e+06,1.5304e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.7296e+06,7.6701e+07,7.6701e+07,7.6701e+07,7.6701e+07,7.6701e+07,7.6701e+07,7.6701e+07,1.8063e+10
159.52,0,868.38,1110.3,1110.3,1296.1,1296.1,4463.4,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,7691.6,7691.6,7691.6,10797,14566,22038,26460,26460,26460,30454,30454,30454,30454,30454,30454,30454,30454,30454,39121,39121,87195,87195,87195,94426,1.7731e+05,1.7731e+05,1.7731e+05,2.8981e+05,2.8981e+05,2.8981e+05,2.8981e+05,2.8981e+05,2.8981e+05,2.8981e+05,2.8981e+05,5.4902e+05,6.969e+05,6.969e+05,7.7607e+05,1.5304e+06,1.5304e+06,1.5304e+06,1.5304e+06,1.5304e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.7296e+06,7.6701e+07,7.6701e+07,7.6701e+07,7.6701e+07,7.6701e+07,7.6701e+07,7.6701e+07,1.8063e+10
868.38,868.38,0,1110.3,1110.3,1296.1,1296.1,4463.4,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,7691.6,7691.6,7691.6,10797,14566,22038,26460,26460,26460,30454,30454,30454,30454,30454,30454,30454,30454,30454,39121,39121,87195,87195,87195,94426,1.7731e+05,1.7731e+05,1.7731e+05,2.8981e+05,2.8981e+05,2.8981e+05,2.8981e+05,2.8981e+05,2.8981e+05,2.8981e+05,2.8981e+05,5.4902e+05,6.969e+05,6.969e+05,7.7607e+05,1.5304e+06,1.5304e+06,1.5304e+06,1.5304e+06,1.5304e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.7296e+06,7.6701e+07,7.6701e+07,7.6701e+07,7.6701e+07,7.6701e+07,7.6701e+07,7.6701e+07,1.8063e+10
1110.3,1110.3,1110.3,0,570.92,1296.1,1296.1,4463.4,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,7691.6,7691.6,7691.6,10797,14566,22038,26460,26460,26460,30454,30454,30454,30454,30454,30454,30454,30454,30454,39121,39121,87195,87195,87195,94426,1.7731e+05,1.7731e+05,1.7731e+05,2.8981e+05,2.8981e+05,2.8981e+05,2.8981e+05,2.8981e+05,2.8981e+05,2.8981e+05,2.8981e+05,5.4902e+05,6.969e+05,6.969e+05,7.7607e+05,1.5304e+06,1.5304e+06,1.5304e+06,1.5304e+06,1.5304e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.7296e+06,7.6701e+07,7.6701e+07,7.6701e+07,7.6701e+07,7.6701e+07,7.6701e+07,7.6701e+07,1.8063e+10
1110.3,1110.3,1110.3,570.92,0,1296.1,1296.1,4463.4,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,7691.6,7691.6,7691.6,10797,14566,22038,26460,26460,26460,30454,30454,30454,30454,30454,30454,30454,30454,30454,39121,39121,87195,87195,87195,94426,1.7731e+05,1.7731e+05,1.7731e+05,2.8981e+05,2.8981e+05,2.8981e+05,2.8981e+05,2.8981e+05,2.8981e+05,2.8981e+05,2.8981e+05,5.4902e+05,6.969e+05,6.969e+05,7.7607e+05,1.5304e+06,1.5304e+06,1.5304e+06,1.5304e+06,1.5304e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.7296e+06,7.6701e+07,7.6701e+07,7.6701e+07,7.6701e+07,7.6701e+07,7.6701e+07,7.6701e+07,1.8063e+10
1296.1,1296.1,1296.1,1296.1,1296.1,0,1014.6,4463.4,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,7691.6,7691.6,7691.6,10797,14566,22038,26460,26460,26460,30454,30454,30454,30454,30454,30454,30454,30454,30454,39121,39121,87195,87195,87195,94426,1.7731e+05,1.7731e+05,1.7731e+05,2.8981e+05,2.8981e+05,2.8981e+05,2.8981e+05,2.8981e+05,2.8981e+05,2.8981e+05,2.8981e+05,5.4902e+05,6.969e+05,6.969e+05,7.7607e+05,1.5304e+06,1.5304e+06,1.5304e+06,1.5304e+06,1.5304e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.7296e+06,7.6701e+07,7.6701e+07,7.6701e+07,7.6701e+07,7.6701e+07,7.6701e+07,7.6701e+07,1.8063e+10
1296.1,1296.1,1296.1,1296.1,1296.1,1014.6,0,4463.4,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,7691.6,7691.6,7691.6,10797,14566,22038,26460,26460,26460,30454,30454,30454,30454,30454,30454,30454,30454,30454,39121,39121,87195,87195,87195,94426,1.7731e+05,1.7731e+05,1.7731e+05,2.8981e+05,2.8981e+05,2.8981e+05,2.8981e+05,2.8981e+05,2.8981e+05,2.8981e+05,2.8981e+05,5.4902e+05,6.969e+05,6.969e+05,7.7607e+05,1.5304e+06,1.5304e+06,1.5304e+06,1.5304e+06,1.5304e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.7296e+06,7.6701e+07,7.6701e+07,7.6701e+07,7.6701e+07,7.6701e+07,7.6701e+07,7.6701e+07,1.8063e+10
4463.4,4463.4,4463.4,4463.4,4463.4,4463.4,4463.4,0,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,7691.6,7691.6,7691.6,10797,14566,22038,26460,26460,26460,30454,30454,30454,30454,30454,30454,30454,30454,30454,39121,39121,87195,87195,87195,94426,1.7731e+05,1.7731e+05,1.7731e+05,2.8981e+05,2.8981e+05,2.8981e+05,2.8981e+05,2.8981e+05,2.8981e+05,2.8981e+05,2.8981e+05,5.4902e+05,6.969e+05,6.969e+05,7.7607e+05,1.5304e+06,1.5304e+06,1.5304e+06,1.5304e+06,1.5304e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.7296e+06,7.6701e+07,7.6701e+07,7.6701e+07,7.6701e+07,7.6701e+07,7.6701e+07,7.6701e+07,1.8063e+10
5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,0,3894,3894,3894,3894,3894,3894,3894,3894,4715.9,4715.9,4715.9,4715.9,4715.9,4715.9,4715.9,4715.9,7691.6,7691.6,7691.6,10797,14566,22038,26460,26460,26460,30454,30454,30454,30454,30454,30454,30454,30454,30454,39121,39121,87195,87195,87195,94426,1.7731e+05,1.7731e+05,1.7731e+05,2.8981e+05,2.8981e+05,2.8981e+05,2.8981e+05,2.8981e+05,2.8981e+05,2.8981e+05,2.8981e+05,5.4902e+05,6.969e+05,6.969e+05,7.7607e+05,1.5304e+06,1.5304e+06,1.5304e+06,1.5304e+06,1.5304e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.7296e+06,7.6701e+07,7.6701e+07,7.6701e+07,7.6701e+07,7.6701e+07,7.6701e+07,7.6701e+07,1.8063e+10
5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,5406.8,3894,0,1788.7,2461.5,3031.6,3186.7,3227.6,3227.6,3604.9,4715.9,4715.9,4715.9,4715.9,4715.9,4715.9,4715.9,4715.9,7691.6,7691.6,7691.6,10797,14566,22038,26460,26460,26460,30454,30454,30454,30454,30454,30454,30454,30454,30454,39121,39121,87195,87195,87195,94426,1.7731e+05,1.7731e+05,1.7731e+05,2.8981e+05,2.8981e+05,2.8981e+05,2.8981e+05,2.8981e+05,2.8981e+05,2.8981e+05,2.8981e+05,5.4902e+05,6.969e+05,6.969e+05,7.7607e+05,1.5304e+06,1.5304e+06,1.5304e+06,1.5304e+06,1.5304e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,1.9399e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.6743e+06,2.7296e+06,7.6701e+07,7.6701e+07,7.6701e+07,7.6701e+07,7.6701e+07,7.6701e+07,7.6701e+07,1.8063e+10
