255,255,255,255,89,89,89,255,255,255,255,89,89,89,255,255,255,255,89,89,89,255,255,255,255,89,89,89,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1
255,255,255,255,104,104,104,255,255,255,255,104,104,104,255,255,255,255,104,104,104,255,255,255,255,104,104,104,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1
255,255,255,255,99,99,99,255,255,255,255,99,99,99,255,255,255,255,99,99,99,255,255,255,255,99,99,99,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1
255,255,255,255,207,207,207,255,255,255,255,207,207,207,255,255,255,255,207,207,207,255,255,255,255,207,207,207,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1
255,255,255,255,109,109,109,255,255,255,255,109,109,109,255,255,255,255,109,109,109,255,255,255,255,109,109,109,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1
255,255,255,221,221,221,221,255,255,255,221,221,221,221,255,255,255,221,221,221,221,255,255,255,221,221,221,221,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1
255,255,255,255,67,67,67,255,255,255,255,67,67,67,255,255,255,255,67,67,67,255,255,255,255,67,67,67,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1
255,255,255,255,40,40,40,255,255,255,255,40,40,40,255,255,255,255,40,40,40,255,255,255,255,40,40,40,255,255,255,255,146,146,146,255,255,255,255,146,146,146,255,255,255,255,146,146,146,1
255,255,255,255,146,146,146,255,255,255,255,146,146,146,255,255,255,255,146,146,146,255,255,255,255,146,146,146,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1
255,255,255,255,18,18,18,255,255,255,255,18,18,18,255,255,255,255,18,18,18,255,255,255,255,18,18,18,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1
255,255,255,255,173,173,173,255,255,255,255,173,173,173,255,255,255,255,173,173,173,255,255,255,255,173,173,173,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1
255,255,255,255,145,145,145,255,255,255,255,145,145,145,255,255,255,255,145,145,145,255,255,255,255,145,145,145,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1
255,255,255,255,115,115,115,255,255,255,255,115,115,115,255,255,255,255,115,115,115,255,255,255,255,115,115,115,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1
255,255,255,16,16,16,16,255,255,255,16,16,16,16,255,255,255,16,16,16,16,255,255,255,16,16,16,16,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1
255,255,255,255,114,114,114,255,255,255,255,114,114,114,255,255,255,255,114,114,114,255,255,255,255,114,114,114,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1
255,255,255,255,64,64,64,255,255,255,255,64,64,64,255,255,255,255,64,64,64,255,255,255,255,64,64,64,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1
255,255,255,255,8,8,8,255,255,255,255,8,8,8,255,255,255,255,8,8,8,255,255,255,255,8,8,8,255,255,255,255,9,9,9,255,255,255,255,11,11,11,255,255,255,255,11,11,11,1
255,255,255,255,30,30,30,255,255,255,255,30,30,30,255,255,255,255,30,30,30,255,255,255,255,30,30,30,255,255,255,255,152,152,152,255,255,255,255,152,152,152,255,255,255,255,152,152,152,1
255,255,255,255,152,152,152,255,255,255,255,152,152,152,255,255,255,255,152,152,152,255,255,255,255,152,152,152,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1
30,30,30,30,7,4,4,30,30,30,30,7,5,5,30,30,30,30,7,6,6,30,30,30,30,25,25,25,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,1
255,255,255,255,105,105,105,255,255,255,255,105,105,105,255,255,255,255,105,105,105,255,255,255,255,105,105,105,255,255,255,255,181,181,181,255,255,255,255,181,181,181,255,255,255,255,181,181,181,1
255,255,255,255,181,181,181,255,255,255,255,181,181,181,255,255,255,255,181,181,181,255,255,255,255,181,181,181,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1
255,255,255,255,23,23,23,255,255,255,255,23,23,23,255,255,255,255,23,23,23,255,255,255,255,23,23,23,255,255,255,255,66,66,66,255,255,255,255,66,66,66,255,255,255,255,66,66,66,1
255,255,255,255,66,66,66,255,255,255,255,66,66,66,255,255,255,255,66,66,66,255,255,255,255,66,66,66,255,255,255,255,135,135,135,255,255,255,255,135,135,135,255,255,255,255,135,135,135,1
255,255,255,255,135,135,135,255,255,255,255,135,135,135,255,255,255,255,135,135,135,255,255,255,255,135,135,135,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1
255,255,255,255,17,17,17,255,255,255,255,17,17,17,255,255,255,255,17,17,17,255,255,255,255,17,17,17,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1
202,202,202,202,155,155,155,202,202,202,202,155,155,155,202,202,202,202,155,155,155,202,202,202,202,155,155,155,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,1
255,255,255,255,202,202,202,255,255,255,255,202,202,202,255,255,255,255,202,202,202,255,255,255,255,202,202,202,255,255,255,255,210,210,210,255,255,255,255,210,210,210,255,255,255,255,210,210,210,1
255,255,255,255,210,210,210,255,255,255,255,210,210,210,255,255,255,255,210,210,210,255,255,255,255,210,210,210,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1
255,255,255,255,52,52,52,255,255,255,255,52,52,52,255,255,255,255,52,52,52,255,255,255,255,52,52,52,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1
255,255,255,255,48,48,48,255,255,255,255,48,48,48,255,255,255,255,48,48,48,255,255,255,255,48,48,48,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1
255,255,255,144,144,144,144,255,255,255,144,144,144,144,255,255,255,144,144,144,144,255,255,255,144,144,144,144,255,255,255,207,207,207,207,255,255,255,207,207,207,207,255,255,255,207,207,207,207,1
255,255,255,207,207,207,207,255,255,255,207,207,207,207,255,255,255,207,207,207,207,255,255,255,207,207,207,207,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1
