0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,19_1,19_2,21
3,0.8220379999999999,0.190381,1000,0.004815,19.031487,19.038129,0.809619,822.0375,177.9625,1440,90324,73128,17196,130066560,105304320,0.146594,0.780936,0.001838,0.023455,1,0,0
9,0.275513,0.729111,100,0.004815,72.889036,72.911141,0.270889,27.55125,72.44875,1440,9048,2451,6598,13029120,3529440,0.5176689999999999,0.24245100000000003,0.002236,0.460725,0,1,2
3,0.923707,0.090383,900,0.000633,9.035834,9.038339,0.909617,831.336,68.664,1440,81276,73930,7346,117037440,106459200,0.058749,0.886758,0.0017510000000000002,0.0,1,0,1
9,0.368775,0.63771,100,0.000552,63.737843000000005,63.770998999999996,0.36229,36.8775,63.1225,1440,9048,3278,5770,13029120,4720320,0.522922,0.324522,0.0017760000000000002,0.439255,0,1,2
3,0.905217,0.10867,800,0.0004969999999999999,10.864208,10.866977,0.89133,724.17375,75.82625,1440,72228,64379,7849,104008320,92705760,0.07606900000000001,0.869009,0.0017670000000000001,0.0,1,0,1
9,0.514687,0.494142,100,0.003098,49.392131,49.414235,0.505858,51.46875,48.53125,1440,9048,4577,4471,13029120,6590880,0.405197,0.44263100000000005,0.00225,0.291742,0,1,0
3,0.912327,0.10263299999999999,700,0.00042300000000000004,10.252196000000001,10.263258,0.897367,638.628775,61.371225,1440,63284,56789,6495,91128960,81776160,0.08108,0.8667100000000001,0.001959,0.0,1,0,1
9,0.565425,0.444076,100,0.004677000000000001,44.3855,44.407604,0.555924,56.5425,43.4575,1440,9048,5030,4018,13029120,7243200,0.359702,0.508883,0.002365,0.122299,0,0,0
9,0.9279999999999999,0.086126,900,0.0006230000000000001,8.610168,8.612629,0.913874,835.2,64.8,1440,81276,74276,7000,117037440,106957440,0.06804,0.8908799999999999,0.000583,0.0,1,0,1
9,0.55125,0.458002,100,0.005004,45.778073,45.800177000000005,0.541998,55.125,44.875,1440,9048,4904,4144,13029120,7061760,0.325181,0.4851,0.002435,0.12031700000000001,0,0,0
3,0.8594780000000001,0.153514,500,0.000443,15.344782,15.351420999999998,0.8464860000000001,429.73875,70.26125,1440,45188,38251,6937,65070720,55081440,0.10899500000000001,0.850883,0.002242,0.0,1,0,1
9,0.53145,0.477896,100,0.000866,47.756409999999995,47.789567,0.522104,53.145,46.855,1440,9048,4724,4324,13029120,6802560,0.39665300000000003,0.451733,0.002294,0.126929,0,0,0
3,0.820097,0.192972,400,0.000469,19.280576,19.297178,0.807028,328.03875,71.96125,1440,36140,29166,6974,52041600,41999040,0.140869,0.811896,0.0022600000000000003,0.005635,1,0,0
9,0.577238,0.432471,100,0.004838,43.225021999999996,43.247126,0.567529,57.72375,42.27625,1440,9048,5135,3913,13029120,7394400,0.315704,0.496424,0.002764,0.123125,0,0,3
3,0.87525,0.13836199999999999,600,0.00042800000000000005,13.825114000000001,13.836188,0.8616379999999999,525.15,74.85,1440,54184,46687,7497,78024960,67229280,0.101004,0.8577450000000001,0.0019010000000000001,0.0,1,0,1
9,0.538875,0.47026999999999997,100,0.004078,47.004863,47.026967,0.52973,53.8875,46.1125,1440,9048,4793,4255,13029120,6901920,0.352702,0.463433,0.002281,0.102284,0,0,0
3,0.684394,0.327255,200,0.000493,32.692308000000004,32.725464,0.6727449999999999,136.87875,63.12125,1440,18096,12174,5922,26058240,17530560,0.26507600000000003,0.657018,0.001902,0.021206,1,0,0
9,0.5247,0.48408500000000004,100,0.0052369999999999995,48.386384,48.408488,0.515915,52.47,47.53,1440,9048,4668,4380,13029120,6721920,0.334019,0.45648900000000003,0.001917,0.106886,0,0,3
3,0.779138,0.23309499999999997,300,0.00048600000000000005,23.291007999999998,23.309464000000002,0.7669050000000001,233.74125,66.25875,1440,27092,20777,6315,39012480,29918880,0.191138,0.771346,0.0022719999999999997,0.011468,1,0,0
9,0.513563,0.49546899999999994,100,0.0009119999999999999,49.513705,49.546861,0.5045310000000001,51.35625,48.64375,1440,9048,4565,4483,13029120,6573600,0.366647,0.45193500000000003,0.001083,0.07699600000000001,0,0,3
3,0.8366959999999999,0.176022,1000,0.000556,17.595545,17.602188,0.8239780000000001,836.69625,163.30375,1440,90324,74425,15899,130066560,107172000,0.132016,0.8032279999999999,0.001029,0.0,1,0,1
9,0.249525,0.754421,200,0.005005,75.431034,75.442087,0.245579,49.905,150.095,1440,18096,4444,13652,26058240,6399360,0.633714,0.224573,0.001042,0.468948,0,1,2
3,0.844525,0.168401,900,0.00040899999999999997,16.836458,16.84015,0.831599,760.0725,139.9275,1440,81276,67589,13687,117037440,97328160,0.136405,0.8191890000000001,0.000542,0.0,1,0,1
9,0.446906,0.516523,200,0.0005690000000000001,51.635721000000004,51.652299,0.48347700000000005,89.38125,110.61875,1440,18096,8749,9347,26058240,12598560,0.408053,0.384339,0.000726,0.318281,0,1,0
3,0.831741,0.181038,800,0.000666,18.101013000000002,18.103782,0.818962,665.3925,134.6075,1440,72228,59152,13076,104008320,85178880,0.15026099999999998,0.8234229999999999,0.000758,0.027047,1,0,0
9,0.524925,0.48391899999999993,200,0.000627,48.380858,48.391909999999996,0.516081,104.985,95.015,1440,18096,9339,8757,26058240,13448160,0.406492,0.45143599999999995,0.000755,0.333323,0,1,3
3,0.858182,0.155979,700,0.000512,15.594779,15.597939000000002,0.8440209999999999,600.7275,99.2725,1440,63284,53413,9871,91128960,76914720,0.11698499999999999,0.8410190000000001,0.0007639999999999999,0.0,1,0,1
3,0.721564,0.289414,1000,0.000475,28.932509999999997,28.941367,0.7105859999999999,721.56375,278.43625,1440,90324,64183,26141,130066560,92423520,0.20259000000000002,0.692701,0.000817,0.036466000000000005,1,0,3
3,0.776325,0.235752,600,0.000426,23.569688,23.575225,0.7642479999999999,465.795,134.205,1440,54184,41410,12774,78024960,59630400,0.181529,0.737509,0.000921,0.005446,1,0,0
